Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
306,UC Davis,31,14,17,.452,-3.80,-2.87,,9,9,,6,7,,6,9,,2210,2239,,1245,793,1842,.431,242,658,.368,411,571,.720,344,1047,462,237,97,328,523
307,UC Irvine,37,21,16,.568,-0.15,-0.97,,11,7,,13,1,,5,13,,2558,2418,,1495,831,2146,.387,203,637,.319,553,797,.694,433,1359,436,229,107,407,659
308,UC Riverside,31,6,25,.194,-11.81,-2.02,,3,15,,5,9,,1,14,,1829,2062,,1245,716,1671,.428,242,662,.366,388,534,.727,283,997,421,202,103,366,491
309,UC Santa Barbara,31,11,20,.355,-4.53,0.10,,7,11,,8,6,,3,13,,2003,2090,,1255,710,1686,.421,225,611,.368,445,627,.710,338,1056,418,208,80,365,501
310,UCLA NCAA,35,25,10,.714,12.82,7.77,,13,5,,15,3,,6,3,,2604,2427,,1420,926,2181,.425,218,672,.324,357,537,.665,458,1333,483,219,118,491,568
311,UNC Asheville,32,16,16,.500,-3.63,-3.94,,10,6,,10,4,,6,8,,2296,2213,,1285,812,1858,.437,190,580,.328,399,593,.673,373,1105,456,253,105,464,585
312,UNC Greensboro,31,9,22,.290,-9.38,-5.28,,6,12,,6,9,,2,12,,2222,2286,,1240,734,1686,.435,199,556,.358,619,844,.733,300,1148,360,190,102,433,535
313,UNC Wilmington,30,10,20,.333,-10.07,-2.24,,5,13,,9,5,,1,15,,1899,2111,,1200,753,1675,.450,168,508,.331,437,623,.701,334,1066,379,266,110,360,490
314,UT Arlington,33,19,14,.576,0.55,-0.94,,11,7,,7,8,,10,5,,2121,2072,,1320,671,1718,.391,231,725,.319,499,754,.662,372,1136,380,249,145,503,599
315,Utah,33,15,18,.455,4.70,6.63,,5,13,,11,7,,2,10,,2117,2086,,1330,743,1869,.398,213,642,.332,387,555,.697,385,1126,385,245,127,358,516
316,Utah State,31,21,10,.677,3.75,-0.72,,11,7,,14,4,,7,5,,2134,1971,,1255,705,1711,.412,220,652,.337,341,515,.662,295,880,430,213,87,294,576
317,Utah Valley,32,14,18,.438,-11.39,-7.04,,3,5,,9,4,,3,11,,2157,2165,,1310,803,1836,.437,202,615,.328,357,504,.708,324,1092,385,205,90,389,535
318,UTEP,32,18,14,.563,4.62,2.37,,10,6,,12,3,,4,7,,2042,1970,,1300,705,1689,.417,165,486,.340,395,587,.673,359,1063,375,210,87,396,602
319,UTSA,32,10,22,.313,-6.48,-1.01,,3,14,,3,9,,4,11,,2048,2223,,1285,797,1726,.462,221,624,.354,408,593,.688,351,1144,483,221,144,427,583
320,Valparaiso NCAA,34,26,8,.765,7.15,-1.12,,13,3,,15,2,,10,5,,2420,2119,,1365,745,1795,.415,159,470,.338,470,652,.721,322,989,372,238,85,441,662
321,Vanderbilt,33,16,17,.485,6.26,6.05,,8,10,,9,6,,4,7,,1991,1984,,1330,701,1721,.407,183,588,.311,399,577,.692,328,1121,346,184,111,378,554
322,Vermont,33,21,12,.636,-0.12,-4.45,,11,5,,10,5,,9,7,,2097,1954,,1320,682,1674,.407,198,605,.327,392,565,.694,314,985,355,205,121,421,657
323,Villanova NCAA,34,20,14,.588,10.75,8.54,,10,8,,12,4,,6,7,,2307,2214,,1385,733,1812,.405,245,661,.371,503,740,.680,346,1125,464,266,111,518,727
324,Virginia,35,23,12,.657,12.91,4.25,,11,7,,20,2,,3,8,,2248,1945,,1405,683,1761,.388,187,600,.312,392,560,.700,321,1075,321,185,110,450,540
325,Virginia Commonwealth NCAA,36,27,9,.750,16.97,4.55,,12,4,,15,2,,8,3,,2770,2323,,1450,811,1825,.444,198,601,.329,503,736,.683,400,1252,414,214,126,709,618
326,VMI,31,14,17,.452,-11.36,-7.08,,8,8,,8,5,,5,10,,2423,2411,,1245,889,1987,.447,209,590,.354,424,599,.708,423,1261,457,211,76,451,513
327,Virginia Tech,32,13,19,.406,1.80,6.34,,4,14,,10,7,,2,9,,2248,2393,,1300,831,1905,.436,245,705,.348,486,726,.669,392,1194,450,168,110,341,566
328,Wagner,31,19,12,.613,-3.22,-5.06,,12,6,,11,3,,7,8,,2136,2079,,1270,692,1690,.409,200,571,.350,495,707,.700,340,1042,362,223,112,476,581
329,Wake Forest,31,13,18,.419,3.44,6.19,,6,12,,11,5,,1,10,,2093,2178,,1240,787,1731,.455,184,512,.359,420,614,.684,318,1083,404,209,134,441,620
330,Washington,34,18,16,.529,7.88,7.18,,9,9,,11,7,,5,7,,2309,2285,,1370,834,1927,.433,190,556,.342,427,623,.685,363,1101,424,210,101,417,582
331,Washington State,32,13,19,.406,6.65,5.22,,4,14,,10,7,,1,9,,2061,2015,,1290,713,1663,.429,223,640,.348,366,528,.693,289,1004,402,202,146,390,544
332,Weber State,37,30,7,.811,5.78,-5.71,,18,2,,17,2,,11,5,,2800,2275,,1495,825,2053,.402,141,500,.282,484,665,.728,341,1093,346,214,85,419,654
333,West Virginia,32,13,19,.406,4.61,6.55,,6,13,,8,6,,3,9,,2116,2178,,1285,755,1686,.448,213,559,.381,455,674,.675,356,1082,446,191,119,458,670
334,Western Carolina,33,14,19,.424,-6.42,-4.39,,9,9,,7,6,,5,11,,2288,2299,,1330,771,1749,.441,183,568,.322,574,807,.711,384,1162,381,251,113,466,541
335,Western Illinois,31,22,9,.710,-1.87,-5.42,,13,3,,12,2,,7,5,,1845,1663,,1245,604,1511,.400,163,484,.337,292,426,.685,261,902,311,191,73,370,505
336,Western Kentucky NCAA,36,20,16,.556,-0.63,-1.12,,10,10,,11,4,,4,9,,2409,2364,,1445,824,1945,.424,200,618,.324,516,742,.695,374,1189,368,219,135,504,690
337,Western Michigan,35,22,13,.629,0.42,-1.44,,10,6,,12,2,,7,10,,2345,2237,,1415,770,1896,.406,232,672,.345,465,663,.701,353,1094,431,260,123,449,683
338,Wichita State NCAA,39,30,9,.769,14.68,6.09,,12,6,,14,2,,7,5,,2720,2385,,1560,797,2020,.395,238,739,.322,553,774,.714,355,1190,410,220,116,505,703
339,William & Mary,30,13,17,.433,-4.01,-3.42,,7,11,,8,5,,5,11,,2064,2048,,1230,755,1742,.433,181,578,.313,357,517,.691,344,993,377,201,115,318,507
340,Winthrop,31,14,17,.452,-8.57,-4.39,,6,10,,11,4,,2,12,,1859,1897,,1245,642,1593,.403,178,574,.310,435,588,.740,305,1016,356,201,96,360,509
341,Wisconsin NCAA,35,23,12,.657,18.76,9.73,,12,6,,15,3,,5,6,,2274,1958,,1420,744,1890,.394,136,470,.289,334,485,.689,325,1163,300,198,86,392,605
342,Wofford,32,13,19,.406,-6.71,-4.61,,7,11,,9,3,,3,15,,1858,1890,,1280,661,1555,.425,155,502,.309,413,588,.702,260,1058,321,199,100,455,465
343,Wright State,36,23,13,.639,2.25,-1.15,,10,6,,13,5,,8,7,,2233,2105,,1450,705,1698,.415,190,610,.311,505,730,.692,323,1139,353,187,125,569,617
344,Wyoming,34,20,14,.588,5.32,4.54,,4,12,,13,6,,6,7,,2074,2010,,1370,724,1687,.429,166,516,.322,396,553,.716,324,1123,342,190,77,451,637
345,Xavier,31,17,14,.548,7.71,4.97,,9,7,,11,4,,4,7,,2021,1936,,1250,675,1666,.405,206,642,.321,380,555,.685,312,942,358,171,111,366,585
346,Yale,31,14,17,.452,-3.94,-0.80,,8,6,,8,4,,5,11,,2079,2056,,1260,707,1585,.446,201,533,.377,441,631,.699,283,951,390,205,124,415,613
347,Youngstown State,34,18,16,.529,-2.13,-0.80,,7,9,,12,5,,6,9,,2426,2356,,1390,840,1980,.424,209,599,.349,467,658,.710,385,1258,425,204,102,452,600
